title,description,property_type,location,price_current,price_5_10_years_ago,legal_status,building_quality,previous_owners,furniture,area,frontage,road_width,bedrooms,bathrooms,toilets,stories,house_direction,balcony_direction,phone,email
"Bán Căn hộ chung cư diện tích 256m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Căn hộ chung cư, diện tích 256m2, mặt tiền 8.0m, đường vào rộng 2.5m. Nhà hướng Đông Nam, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,TP. Bắc Ninh,13605000000.0,7269000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất cơ bản,256,8.0,2.5,3,1,1,4,Đông Nam,Tây Nam,0910628373,chubatdongsan88@gmail.com
"Bán Khu nghỉ dưỡng diện tích 176m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Khu nghỉ dưỡng, diện tích 176m2, mặt tiền 7.6m, đường vào rộng 18.8m. Nhà hướng Đông, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,TP. Bắc Ninh,16670000000.0,10569000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất cơ bản,176,7.6,18.8,1,3,3,2,Đông,Đông,0927410605,chubatdongsan89@gmail.com
"Bán Nhà riêng diện tích 49m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Nhà riêng, diện tích 49m2, mặt tiền 9.2m, đường vào rộng 14.4m. Nhà hướng Nam, ban công Đông. Pháp lý: Đang chờ sổ, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Đống Đa, Hà Nội",2516000000.0,1262000000.0,Đang chờ sổ,Trung bình,2,Nội thất cơ bản,49,9.2,14.4,3,1,1,2,Nam,Đông,0918379482,chubatdongsan90@gmail.com
"Bán Nhà riêng diện tích 76m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Nhà riêng, diện tích 76m2, mặt tiền 3.6m, đường vào rộng 14.2m. Nhà hướng Bắc, ban công Đông Bắc. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Thành phố Thủ Đức, TP.HCM",7074000000.0,3610000000.0,Đang chờ sổ,Mới xây,2,Không nội thất,76,3.6,14.2,5,4,4,2,Bắc,Đông Bắc,0911157260,chubatdongsan91@gmail.com
"Bán Căn hộ chung cư diện tích 262m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Căn hộ chung cư, diện tích 262m2, mặt tiền 5.0m, đường vào rộng 5.9m. Nhà hướng Đông, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,TP. Bắc Ninh,29309000000.0,16525000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,262,5.0,5.9,4,3,3,3,Đông,Đông Bắc,0986872992,chubatdongsan92@gmail.com
"Bán Nhà mặt phố diện tích 43m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Nhà mặt phố, diện tích 43m2, mặt tiền 11.9m, đường vào rộng 13.9m. Nhà hướng Đông, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận Cầu Giấy, Hà Nội",4984000000.0,2462000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,43,11.9,13.9,2,2,2,1,Đông,Đông,0934639364,chubatdongsan93@gmail.com
"Bán Xưởng diện tích 172m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Xưởng, diện tích 172m2, mặt tiền 4.0m, đường vào rộng 9.1m. Nhà hướng Đông Nam, ban công Tây Bắc. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,TP. Bắc Ninh,13859000000.0,7114000000.0,Đang chờ sổ,Còn mới (80-90%),2,Nội thất đầy đủ / Cao cấp,172,4.0,9.1,5,3,3,4,Đông Nam,Tây Bắc,0925299289,chubatdongsan94@gmail.com
"Bán Trang trại diện tích 30m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Trang trại, diện tích 30m2, mặt tiền 10.2m, đường vào rộng 13.7m. Nhà hướng Tây Nam, ban công Nam. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,"Quận 1, TP.HCM",2502000000.0,1602000000.0,Đang chờ sổ,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,30,10.2,13.7,4,3,3,1,Tây Nam,Nam,0949786906,chubatdongsan95@gmail.com
"Bán Xưởng diện tích 83m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Xưởng, diện tích 83m2, mặt tiền 5.9m, đường vào rộng 3.9m. Nhà hướng Tây, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,"Quận Đống Đa, Hà Nội",4031000000.0,2604000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,83,5.9,3.9,3,1,1,1,Tây,Đông Bắc,0963686648,chubatdongsan96@gmail.com
"Bán Kho diện tích 288m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Kho, diện tích 288m2, mặt tiền 7.7m, đường vào rộng 13.8m. Nhà hướng Tây Nam, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Kho,"Thành phố Thủ Đức, TP.HCM",27174000000.0,14782000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất đầy đủ / Cao cấp,288,7.7,13.8,5,3,3,1,Tây Nam,Nam,0980690175,chubatdongsan97@gmail.com
"Bán Trang trại diện tích 173m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Trang trại, diện tích 173m2, mặt tiền 6.5m, đường vào rộng 20.0m. Nhà hướng Đông Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,"Thành phố Thủ Đức, TP.HCM",18686000000.0,11902000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,173,6.5,20.0,4,2,2,2,Đông Nam,Đông Nam,0997669911,chubatdongsan98@gmail.com
"Bán Kho diện tích 41m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Kho, diện tích 41m2, mặt tiền 7.3m, đường vào rộng 2.9m. Nhà hướng Tây Nam, ban công Tây Bắc. Pháp lý: Đang chờ sổ, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Kho,"Quận 7, TP.HCM",3442000000.0,1971000000.0,Đang chờ sổ,Trung bình,2,Nội thất đầy đủ / Cao cấp,41,7.3,2.9,1,1,1,5,Tây Nam,Tây Bắc,0942726850,chubatdongsan99@gmail.com
"Bán Khu nghỉ dưỡng diện tích 253m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Khu nghỉ dưỡng, diện tích 253m2, mặt tiền 11.6m, đường vào rộng 19.6m. Nhà hướng Đông Nam, ban công Đông. Pháp lý: Giấy tờ viết tay, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Thành phố Thủ Đức, TP.HCM",19047000000.0,10016000000.0,Giấy tờ viết tay,Trung bình,1,Nội thất cơ bản,253,11.6,19.6,1,1,1,2,Đông Nam,Đông,0948736622,chubatdongsan100@gmail.com
"Bán Chung cư mini diện tích 185m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Chung cư mini, diện tích 185m2, mặt tiền 6.6m, đường vào rộng 9.3m. Nhà hướng Nam, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận Đống Đa, Hà Nội",20215000000.0,12117000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Nội thất cơ bản,185,6.6,9.3,2,4,4,2,Nam,Tây Bắc,0955739326,chubatdongsan101@gmail.com
"Bán Căn hộ chung cư diện tích 37m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 37m2, mặt tiền 9.8m, đường vào rộng 17.7m. Nhà hướng Tây Bắc, ban công Đông Bắc. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận 1, TP.HCM",4276000000.0,2531000000.0,Đang chờ sổ,Mới xây,1,Nội thất cơ bản,37,9.8,17.7,4,4,4,1,Tây Bắc,Đông Bắc,0970681584,chubatdongsan102@gmail.com
"Bán Trang trại diện tích 151m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Trang trại, diện tích 151m2, mặt tiền 8.7m, đường vào rộng 16.1m. Nhà hướng Đông, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Trang trại,"Thành phố Thủ Đức, TP.HCM",9378000000.0,6078000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Nội thất cơ bản,151,8.7,16.1,1,3,3,2,Đông,Tây,0975823714,chubatdongsan103@gmail.com
"Bán Trang trại diện tích 193m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Trang trại, diện tích 193m2, mặt tiền 11.0m, đường vào rộng 12.2m. Nhà hướng Đông Nam, ban công Đông Nam. Pháp lý: Giấy tờ viết tay, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,"Quận 7, TP.HCM",16421000000.0,8622000000.0,Giấy tờ viết tay,Còn mới (80-90%),2,Nội thất đầy đủ / Cao cấp,193,11.0,12.2,3,4,4,1,Đông Nam,Đông Nam,0922079806,chubatdongsan104@gmail.com
"Bán Khu nghỉ dưỡng diện tích 119m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 119m2, mặt tiền 14.2m, đường vào rộng 15.3m. Nhà hướng Đông Nam, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Đống Đa, Hà Nội",7593000000.0,4512000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,119,14.2,15.3,4,4,4,5,Đông Nam,Đông,0918582299,chubatdongsan105@gmail.com
"Bán Nhà mặt phố diện tích 165m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Nhà mặt phố, diện tích 165m2, mặt tiền 11.8m, đường vào rộng 17.8m. Nhà hướng Tây, ban công Bắc. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận Cầu Giấy, Hà Nội",8745000000.0,4275000000.0,Đang chờ sổ,Còn mới (80-90%),3,Nội thất cơ bản,165,11.8,17.8,3,4,4,4,Tây,Bắc,0992067115,chubatdongsan106@gmail.com
"Bán Nhà riêng diện tích 215m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Nhà riêng, diện tích 215m2, mặt tiền 5.6m, đường vào rộng 9.3m. Nhà hướng Đông Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Nam Từ Liêm, Hà Nội",24471000000.0,12219000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất đầy đủ / Cao cấp,215,5.6,9.3,3,1,1,1,Đông Nam,Đông Nam,0972304732,chubatdongsan107@gmail.com
"Bán Khu nghỉ dưỡng diện tích 207m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 207m2, mặt tiền 3.4m, đường vào rộng 7.9m. Nhà hướng Đông Bắc, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",22868000000.0,10992000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Không nội thất,207,3.4,7.9,1,1,1,5,Đông Bắc,Tây Nam,0991985936,chubatdongsan108@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 57m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 57m2, mặt tiền 6.1m, đường vào rộng 14.0m. Nhà hướng Tây Bắc, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Quận Cầu Giấy, Hà Nội",6546000000.0,4254000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,57,6.1,14.0,4,1,1,4,Tây Bắc,Nam,0948030119,chubatdongsan109@gmail.com
"Bán Nhà riêng diện tích 249m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà riêng, diện tích 249m2, mặt tiền 10.1m, đường vào rộng 16.5m. Nhà hướng Đông, ban công Tây Bắc. Pháp lý: Giấy tờ viết tay, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,TP. Bắc Ninh,11531000000.0,7108000000.0,Giấy tờ viết tay,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,249,10.1,16.5,5,4,4,3,Đông,Tây Bắc,0919578672,chubatdongsan110@gmail.com
"Bán Căn hộ chung cư diện tích 70m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 70m2, mặt tiền 3.6m, đường vào rộng 15.7m. Nhà hướng Đông, ban công Đông. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Thành phố Thủ Đức, TP.HCM",7725000000.0,4741000000.0,Đang chờ sổ,Mới xây,2,Nội thất cơ bản,70,3.6,15.7,1,1,1,1,Đông,Đông,0993496276,chubatdongsan111@gmail.com
"Bán Nhà riêng diện tích 257m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Nhà riêng, diện tích 257m2, mặt tiền 9.0m, đường vào rộng 16.4m. Nhà hướng Tây, ban công Đông Nam. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Nam Từ Liêm, Hà Nội",19486000000.0,11042000000.0,Đang chờ sổ,Còn mới (80-90%),1,Nội thất cơ bản,257,9.0,16.4,1,4,4,1,Tây,Đông Nam,0921354168,chubatdongsan112@gmail.com
"Bán Nhà mặt phố diện tích 221m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Nhà mặt phố, diện tích 221m2, mặt tiền 10.2m, đường vào rộng 9.8m. Nhà hướng Nam, ban công Tây Bắc. Pháp lý: Hợp đồng mua bán, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,TP. Bắc Ninh,15494000000.0,8227000000.0,Hợp đồng mua bán,Mới xây,3,Nội thất cơ bản,221,10.2,9.8,4,1,1,3,Nam,Tây Bắc,0939908822,chubatdongsan113@gmail.com
"Bán Nhà riêng diện tích 174m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Nhà riêng, diện tích 174m2, mặt tiền 7.0m, đường vào rộng 16.7m. Nhà hướng Đông, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Nam Từ Liêm, Hà Nội",15167000000.0,7670000000.0,Sổ đỏ/Sổ hồng,Trung bình,2,Nội thất cơ bản,174,7.0,16.7,4,1,1,3,Đông,Đông,0996478520,chubatdongsan114@gmail.com
"Bán Căn hộ chung cư diện tích 230m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 230m2, mặt tiền 12.3m, đường vào rộng 4.2m. Nhà hướng Đông Bắc, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Cầu Giấy, Hà Nội",11081000000.0,5855000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Nội thất đầy đủ / Cao cấp,230,12.3,4.2,3,2,2,1,Đông Bắc,Đông Bắc,0935645793,chubatdongsan115@gmail.com
"Bán Nhà mặt phố diện tích 241m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Nhà mặt phố, diện tích 241m2, mặt tiền 4.3m, đường vào rộng 11.8m. Nhà hướng Đông, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Thành phố Thủ Đức, TP.HCM",24828000000.0,13504000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Nội thất cơ bản,241,4.3,11.8,4,3,3,3,Đông,Đông Nam,0946046153,chubatdongsan116@gmail.com
"Bán Xưởng diện tích 249m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Xưởng, diện tích 249m2, mặt tiền 3.9m, đường vào rộng 2.1m. Nhà hướng Đông Bắc, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Xưởng,"Thành phố Thủ Đức, TP.HCM",21962000000.0,13365000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Nội thất cơ bản,249,3.9,2.1,3,4,4,2,Đông Bắc,Đông Bắc,0927459562,chubatdongsan117@gmail.com
"Bán Trang trại diện tích 269m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Trang trại, diện tích 269m2, mặt tiền 11.7m, đường vào rộng 7.8m. Nhà hướng Tây Bắc, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,TP. Bắc Ninh,15575000000.0,8905000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,269,11.7,7.8,1,2,2,4,Tây Bắc,Đông Nam,0936170235,chubatdongsan118@gmail.com
"Bán Trang trại diện tích 75m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Trang trại, diện tích 75m2, mặt tiền 8.9m, đường vào rộng 8.6m. Nhà hướng Tây Bắc, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Cầu Giấy, Hà Nội",4929000000.0,2431000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Không nội thất,75,8.9,8.6,2,1,1,4,Tây Bắc,Đông Bắc,0934091077,chubatdongsan119@gmail.com
"Bán Kho diện tích 64m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Kho, diện tích 64m2, mặt tiền 11.3m, đường vào rộng 9.1m. Nhà hướng Bắc, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Kho,TP. Bắc Ninh,4303000000.0,2079000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,64,11.3,9.1,5,4,4,4,Bắc,Tây Nam,0912931659,chubatdongsan120@gmail.com
"Bán Xưởng diện tích 282m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Xưởng, diện tích 282m2, mặt tiền 8.2m, đường vào rộng 14.5m. Nhà hướng Bắc, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Xưởng,"Thành phố Thủ Đức, TP.HCM",12966000000.0,6449000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Nội thất cơ bản,282,8.2,14.5,1,1,1,2,Bắc,Tây Bắc,0943753974,chubatdongsan121@gmail.com
"Bán Xưởng diện tích 111m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Xưởng, diện tích 111m2, mặt tiền 6.0m, đường vào rộng 9.0m. Nhà hướng Đông Bắc, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,"Thành phố Thủ Đức, TP.HCM",10260000000.0,5641000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,111,6.0,9.0,4,3,3,3,Đông Bắc,Bắc,0970540089,chubatdongsan122@gmail.com
"Bán Nhà riêng diện tích 285m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Nhà riêng, diện tích 285m2, mặt tiền 12.8m, đường vào rộng 10.1m. Nhà hướng Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Đống Đa, Hà Nội",31560000000.0,20156000000.0,Sổ đỏ/Sổ hồng,Trung bình,1,Không nội thất,285,12.8,10.1,5,2,2,5,Nam,Đông Nam,0960227448,chubatdongsan123@gmail.com
"Bán Trang trại diện tích 226m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Trang trại, diện tích 226m2, mặt tiền 12.6m, đường vào rộng 6.3m. Nhà hướng Đông, ban công Tây Nam. Pháp lý: Giấy tờ viết tay, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,TP. Bắc Ninh,9956000000.0,5858000000.0,Giấy tờ viết tay,Còn mới (80-90%),2,Nội thất cơ bản,226,12.6,6.3,2,3,3,3,Đông,Tây Nam,0931864581,chubatdongsan124@gmail.com
"Bán Căn hộ chung cư diện tích 39m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 39m2, mặt tiền 11.3m, đường vào rộng 8.7m. Nhà hướng Đông Nam, ban công Đông Nam. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Đống Đa, Hà Nội",1913000000.0,1179000000.0,Đang chờ sổ,Mới xây,3,Nội thất đầy đủ / Cao cấp,39,11.3,8.7,2,2,2,1,Đông Nam,Đông Nam,0981192896,chubatdongsan125@gmail.com
"Bán Biệt thự diện tích 271m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Biệt thự, diện tích 271m2, mặt tiền 6.3m, đường vào rộng 6.1m. Nhà hướng Đông, ban công Đông Bắc. Pháp lý: Hợp đồng mua bán, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Cầu Giấy, Hà Nội",24058000000.0,13455000000.0,Hợp đồng mua bán,Trung bình,3,Nội thất cơ bản,271,6.3,6.1,3,1,1,4,Đông,Đông Bắc,0944777477,chubatdongsan126@gmail.com
"Bán Biệt thự diện tích 280m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Biệt thự, diện tích 280m2, mặt tiền 10.1m, đường vào rộng 3.3m. Nhà hướng Bắc, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận 1, TP.HCM",30157000000.0,16330000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Không nội thất,280,10.1,3.3,5,3,3,3,Bắc,Đông,0951849877,chubatdongsan127@gmail.com
"Bán Nhà mặt phố diện tích 34m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Nhà mặt phố, diện tích 34m2, mặt tiền 7.3m, đường vào rộng 12.9m. Nhà hướng Tây Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận Nam Từ Liêm, Hà Nội",3249000000.0,1619000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,34,7.3,12.9,3,3,3,5,Tây Nam,Đông Nam,0938070760,chubatdongsan128@gmail.com
"Bán Trang trại diện tích 148m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Trang trại, diện tích 148m2, mặt tiền 4.1m, đường vào rộng 14.0m. Nhà hướng Đông Nam, ban công Tây Nam. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Đống Đa, Hà Nội",10259000000.0,6452000000.0,Đang chờ sổ,Mới xây,3,Nội thất đầy đủ / Cao cấp,148,4.1,14.0,1,1,1,1,Đông Nam,Tây Nam,0962268631,chubatdongsan129@gmail.com
"Bán Trang trại diện tích 94m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Trang trại, diện tích 94m2, mặt tiền 14.0m, đường vào rộng 13.2m. Nhà hướng Đông Bắc, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Nam Từ Liêm, Hà Nội",8645000000.0,5301000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất cơ bản,94,14.0,13.2,5,3,3,2,Đông Bắc,Đông Bắc,0980663246,chubatdongsan130@gmail.com
"Bán Biệt thự diện tích 175m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Biệt thự, diện tích 175m2, mặt tiền 4.6m, đường vào rộng 10.3m. Nhà hướng Đông Nam, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận 7, TP.HCM",11239000000.0,5716000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,3,Nội thất đầy đủ / Cao cấp,175,4.6,10.3,1,4,4,2,Đông Nam,Tây,0917297881,chubatdongsan131@gmail.com
"Bán Trang trại diện tích 253m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Trang trại, diện tích 253m2, mặt tiền 14.4m, đường vào rộng 8.8m. Nhà hướng Tây Nam, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Cầu Giấy, Hà Nội",11659000000.0,6612000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất cơ bản,253,14.4,8.8,3,2,2,5,Tây Nam,Đông Bắc,0967454535,chubatdongsan132@gmail.com
